"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/14/2020","AirNow","410030013","3","3.9","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/15/2020","AirNow","410030013","3","2.9","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/16/2020","AirNow","410030013","3","2.5","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/17/2020","AirNow","410030013","3","2.8","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/18/2020","AirNow","410030013","3","4.7","ug/m3 LC","20","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/19/2020","AirNow","410030013","3","5.6","ug/m3 LC","23","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/20/2020","AirNow","410030013","3","4.1","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/21/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/22/2020","AirNow","410030013","3","3.1","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/23/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/24/2020","AirNow","410030013","3","2.8","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/25/2020","AirNow","410030013","3","2.4","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/26/2020","AirNow","410030013","3","3.6","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/27/2020","AirNow","410030013","3","2.2","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/28/2020","AirNow","410030013","3","3.3","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/29/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"04/30/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/01/2020","AirNow","410030013","3","4","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/02/2020","AirNow","410030013","3","4.5","ug/m3 LC","19","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/03/2020","AirNow","410030013","3","3.2","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/04/2020","AirNow","410030013","3","3.8","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/05/2020","AirNow","410030013","3","3.3","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/06/2020","AirNow","410030013","3","3.1","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/07/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/08/2020","AirNow","410030013","3","2.4","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/09/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/10/2020","AirNow","410030013","3","5.2","ug/m3 LC","22","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/11/2020","AirNow","410030013","3","5.1","ug/m3 LC","21","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/12/2020","AirNow","410030013","3","3.3","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/13/2020","AirNow","410030013","3","2.6","ug/m3 LC","11","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/14/2020","AirNow","410030013","3","2.7","ug/m3 LC","11","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/15/2020","AirNow","410030013","3","2.6","ug/m3 LC","11","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/16/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/17/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/18/2020","AirNow","410030013","3","2","ug/m3 LC","8","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/19/2020","AirNow","410030013","3","1.8","ug/m3 LC","8","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/20/2020","AirNow","410030013","3","2.9","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/21/2020","AirNow","410030013","3","1.9","ug/m3 LC","8","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/22/2020","AirNow","410030013","3","2.4","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/23/2020","AirNow","410030013","3","3.1","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/24/2020","AirNow","410030013","3","4.3","ug/m3 LC","18","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/25/2020","AirNow","410030013","3","4.4","ug/m3 LC","18","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/26/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/27/2020","AirNow","410030013","3","4","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/28/2020","AirNow","410030013","3","4.5","ug/m3 LC","19","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/29/2020","AirNow","410030013","3","5.3","ug/m3 LC","22","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/30/2020","AirNow","410030013","3","3.8","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"05/31/2020","AirNow","410030013","3","3.1","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/01/2020","AirNow","410030013","3","3.2","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/02/2020","AirNow","410030013","3","3.4","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/03/2020","AirNow","410030013","3","2.7","ug/m3 LC","11","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/04/2020","AirNow","410030013","3","3.1","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/05/2020","AirNow","410030013","3","3.2","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/06/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/07/2020","AirNow","410030013","3","2.2","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/08/2020","AirNow","410030013","3","3.3","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/09/2020","AirNow","410030013","3","2.4","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/10/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/11/2020","AirNow","410030013","3","2.8","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/12/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/13/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/14/2020","AirNow","410030013","3","2.1","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/15/2020","AirNow","410030013","3","2.5","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/16/2020","AirNow","410030013","3","2.4","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/17/2020","AirNow","410030013","3","2.9","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/18/2020","AirNow","410030013","3","3.7","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/19/2020","AirNow","410030013","3","4.3","ug/m3 LC","18","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/20/2020","AirNow","410030013","3","2.2","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/21/2020","AirNow","410030013","3","1.9","ug/m3 LC","8","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/22/2020","AirNow","410030013","3","2.5","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/23/2020","AirNow","410030013","3","3.2","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/24/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/25/2020","AirNow","410030013","3","3.6","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/26/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/27/2020","AirNow","410030013","3","1.9","ug/m3 LC","8","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/28/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/29/2020","AirNow","410030013","3","3.9","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"06/30/2020","AirNow","410030013","3","4","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/01/2020","AirNow","410030013","3","2.5","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/02/2020","AirNow","410030013","3","7.3","ug/m3 LC","30","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/03/2020","AirNow","410030013","3","9.7","ug/m3 LC","40","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/04/2020","AirNow","410030013","3","6.2","ug/m3 LC","26","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/05/2020","AirNow","410030013","3","6.5","ug/m3 LC","27","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/06/2020","AirNow","410030013","3","2.8","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/07/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/08/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/09/2020","AirNow","410030013","3","3.4","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/10/2020","AirNow","410030013","3","3.6","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/11/2020","AirNow","410030013","3","4","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/12/2020","AirNow","410030013","3","3.8","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/13/2020","AirNow","410030013","3","3.7","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/14/2020","AirNow","410030013","3","3.9","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/15/2020","AirNow","410030013","3","3.9","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/16/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/17/2020","AirNow","410030013","3","2.5","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/18/2020","AirNow","410030013","3","3.6","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/19/2020","AirNow","410030013","3","4.1","ug/m3 LC","17","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/20/2020","AirNow","410030013","3","4.4","ug/m3 LC","18","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/21/2020","AirNow","410030013","3","3.5","ug/m3 LC","15","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/22/2020","AirNow","410030013","3","2.2","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/23/2020","AirNow","410030013","3","3","ug/m3 LC","13","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/24/2020","AirNow","410030013","3","2.9","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/25/2020","AirNow","410030013","3","3.4","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/26/2020","AirNow","410030013","3","4.2","ug/m3 LC","18","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/27/2020","AirNow","410030013","3","7.5","ug/m3 LC","31","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/28/2020","AirNow","410030013","3","3.9","ug/m3 LC","16","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/29/2020","AirNow","410030013","3","3.3","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/30/2020","AirNow","410030013","3","4.6","ug/m3 LC","19","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"07/31/2020","AirNow","410030013","3","2.9","ug/m3 LC","12","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"08/01/2020","AirNow","410030013","3","2.3","ug/m3 LC","10","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"08/02/2020","AirNow","410030013","3","2.2","ug/m3 LC","9","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
"08/03/2020","AirNow","410030013","3","3.4","ug/m3 LC","14","Corvallis Circle Blvd. at FD #3","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","18700","Corvallis, OR","41","Oregon","003","Benton","44.5884","-123.2673"
